Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Coral	Bird	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Pli-CMvi_059-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	3524.0	22961.0	3295.0	2081.0	1453.0	1264.0	534.0	138.0	9.0	0.0	163595.0	2168445.0
Pli-CMvi_059-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	3481.0	23234.0	2981.0	1893.0	1331.0	1140.0	452.0	143.0	14.0	0.0	156136.0	2176494.0
Pli-CMvi_060-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	153.0	843.0	121.0	88.0	45.0	39.0	15.0	5.0	0.0	0.0	5538.0	81036.0
Pli-CMvi_060-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	143.0	821.0	100.0	71.0	53.0	42.0	12.0	5.0	0.0	0.0	5310.0	81326.0
Pli-CMvi_062-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	3767.0	49539.0	6918.0	4424.0	3040.0	2786.0	1089.0	292.0	23.0	0.0	353681.0	4683186.0
Pli-CMvi_062-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	3790.0	50321.0	6709.0	4304.0	2812.0	2714.0	997.0	259.0	17.0	0.0	338821.0	4698001.0
Pli-CMvi_063-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	2393.0	32360.0	4548.0	2906.0	2096.0	1885.0	721.0	187.0	13.0	0.0	234921.0	3217101.0
Pli-CMvi_063-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	2389.0	32742.0	4409.0	2811.0	2009.0	1748.0	644.0	175.0	20.0	0.0	223186.0	3228998.0
Pli-CMvi_064-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	4416.0	45356.0	6386.0	4028.0	3290.0	2553.0	1009.0	262.0	19.0	0.0	333071.0	4394695.0
Pli-CMvi_064-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	4467.0	45544.0	5907.0	3819.0	2910.0	2309.0	943.0	230.0	21.0	0.0	313621.0	4415314.0
Pli-CMvi_065-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	219.0	2211.0	303.0	195.0	141.0	115.0	51.0	12.0	2.0	0.0	16297.0	214531.0
Pli-CMvi_065-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	228.0	2370.0	275.0	191.0	128.0	119.0	45.0	14.0	0.0	0.0	15567.0	215140.0
Pli-CMvi_066-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	9136.0	62786.0	8980.0	5694.0	4347.0	3536.0	1361.0	372.0	19.0	0.0	457702.0	6276302.0
Pli-CMvi_066-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	9200.0	63318.0	8438.0	5449.0	3942.0	3236.0	1252.0	327.0	19.0	0.0	436895.0	6298159.0
Pli-CMvi_070-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	95.0	569.0	83.0	47.0	33.0	27.0	9.0	3.0	0.0	0.0	3767.0	54382.0
Pli-CMvi_070-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	96.0	562.0	96.0	49.0	27.0	25.0	7.0	3.0	2.0	0.0	3613.0	54535.0
Pli-CMvi_071-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	65.0	203.0	32.0	25.0	8.0	16.0	6.0	2.0	0.0	0.0	1451.0	20649.0
Pli-CMvi_071-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	68.0	172.0	35.0	18.0	12.0	11.0	3.0	0.0	1.0	0.0	1385.0	20752.0
Pli-CMvi_072-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	882.0	5216.0	699.0	429.0	355.0	256.0	120.0	40.0	2.0	0.0	37172.0	493851.0
Pli-CMvi_072-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	870.0	5280.0	627.0	384.0	280.0	257.0	104.0	23.0	3.0	0.0	35564.0	495630.0
Pli-CMvi_073-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	18985.0	35220.0	4672.0	3223.0	2396.0	1826.0	839.0	225.0	19.0	0.0	277591.0	3685321.0
Pli-CMvi_073-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	19108.0	35575.0	4320.0	3197.0	2187.0	1644.0	732.0	205.0	15.0	0.0	265519.0	3697815.0
Pli-CMvi_074-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	147.0	1458.0	210.0	124.0	90.0	97.0	29.0	5.0	0.0	0.0	11353.0	150279.0
Pli-CMvi_074-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	135.0	1558.0	211.0	115.0	89.0	69.0	34.0	12.0	2.0	0.0	10944.0	150623.0
Pli-CMvi_075-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	170.0	2639.0	393.0	203.0	141.0	139.0	60.0	12.0	0.0	0.0	19412.0	255297.0
Pli-CMvi_075-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	189.0	2640.0	392.0	229.0	130.0	125.0	59.0	10.0	0.0	0.0	18699.0	255993.0
Pli-CMvi_076-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	30.0	282.0	44.0	26.0	16.0	22.0	6.0	2.0	0.0	0.0	2279.0	29858.0
Pli-CMvi_076-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	40.0	288.0	29.0	19.0	11.0	12.0	4.0	3.0	0.0	0.0	2239.0	29920.0
Pli-CMvi_078-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	56.0	452.0	72.0	41.0	21.0	21.0	9.0	2.0	0.0	0.0	3351.0	42772.0
Pli-CMvi_078-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	46.0	462.0	68.0	41.0	19.0	24.0	6.0	2.0	2.0	0.0	3247.0	42880.0
Pli-CMvi_082-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	159.0	1190.0	151.0	100.0	79.0	62.0	30.0	7.0	0.0	0.0	7665.0	121344.0
Pli-CMvi_082-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	146.0	1180.0	153.0	87.0	71.0	64.0	19.0	3.0	3.0	0.0	7377.0	121684.0
Pli-CMvi_083-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	58.0	278.0	37.0	27.0	17.0	18.0	5.0	2.0	1.0	0.0	2025.0	30604.0
Pli-CMvi_083-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	62.0	295.0	31.0	19.0	12.0	19.0	7.0	1.0	0.0	0.0	1929.0	30697.0
Pli-CMvi_084-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	696.0	7375.0	875.0	561.0	378.0	385.0	164.0	36.0	4.0	0.0	50580.0	623399.0
Pli-CMvi_084-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	698.0	7229.0	887.0	550.0	389.0	341.0	147.0	26.0	11.0	0.0	48791.0	625384.0
Pli-CMvi_085-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	2845.0	34518.0	4831.0	3104.0	2379.0	2016.0	804.0	200.0	19.0	0.0	240501.0	3381116.0
Pli-CMvi_085-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	2847.0	34609.0	4462.0	3151.0	2110.0	1933.0	718.0	180.0	19.0	0.0	229069.0	3393235.0
Pli-CMvi_086-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	9407.0	37021.0	4920.0	3122.0	2351.0	2065.0	884.0	201.0	15.0	0.0	272683.0	3400986.0
Pli-CMvi_086-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	9480.0	37295.0	4654.0	3057.0	2181.0	1709.0	758.0	210.0	18.0	0.0	257626.0	3416667.0
Pli-CMvi_087-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	10096.0	47837.0	6895.0	4296.0	3491.0	2724.0	1091.0	308.0	25.0	0.0	344350.0	4733257.0
Pli-CMvi_087-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	10062.0	48374.0	6581.0	3953.0	3071.0	2515.0	985.0	285.0	27.0	0.0	326188.0	4752329.0
Pli-CMvi_089-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	1588.0	19911.0	2823.0	1802.0	1325.0	1073.0	438.0	111.0	19.0	0.0	135888.0	1925994.0
Pli-CMvi_089-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	1569.0	20075.0	2566.0	1652.0	1207.0	1026.0	419.0	96.0	14.0	0.0	129663.0	1932685.0
Pli-CMvi_093-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	60.0	273.0	52.0	29.0	9.0	19.0	6.0	1.0	0.0	0.0	2078.0	29287.0
Pli-CMvi_093-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	69.0	265.0	58.0	28.0	14.0	11.0	4.0	1.0	0.0	0.0	1994.0	29370.0
Pli-CMvi_095-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	23.0	91.0	13.0	9.0	1.0	3.0	0.0	0.0	0.0	0.0	716.0	10280.0
Pli-CMvi_095-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	29.0	93.0	15.0	11.0	0.0	5.0	2.0	0.0	0.0	0.0	707.0	10274.0
